"Año";"Periodo";"Parámetro";"Goles en contra"
"2024";"Año";"Bayern";"9"
"2024";"Año";"Dortmund";"9"
"2024";"Año";"PSG";"13"
"2024";"Año";"Real Madrid";"12"
;;
;;
"Métrica":"Goles en contra"
"Fuente":"<a href="https://www.driblab.com/es/" target="_blank">https://www.driblab.com/es/</a>"
"Clasificación":""
"Unidad":"Total"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
;;
;;
"Url":"https://www.epdata.es/equipos-menos-goleados/49768d6a-cb49-423c-a393-9c247bbdda89"
"Titulo":"Equipos menos goleados"
"Subtitulo":"UEFA Champions League 2023-24"
